name,price
"ASUS TUF F15 FX506LH / i5 10th Gen / GTX 1650 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display","Rs. 122,000"
Asus TUF Gaming A15 (2023) FA507NU-LP073W - Ryzen 7 7735HS | 8GB | 512SSD | GeForce RTX 4050 6GB | FHD,"Rs. 173,000"
"MSI Raider GE68 HX 13V 2023 i7 13TH GEN / RTX 4070 / 2TB SSD / 32GB RAM / 16"" 240Hz QHD display","Rs. 395,000"
"Dell G5 2021 G5515 Ryzen 7 5800H / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" 165Hz FHD Display","Rs. 185,000"
"Asus ROG Strix Scar 15 2021 G533QR Ryzen 9 5900HX / RTX 3070 / 32GB RAM / 1TB SSD / 15.6"" FHD 300Hz Display","Rs. 361,000"
"Asus Rog Strix Scar 15 G533Qs / Ryzen 9 5900HX / Rtx 3080 8GB / 16GB RAM / 1TB SSD /15.6"" FHD IPS 300Hz","Rs. 411,111"
ASUS TUF Gaming F15 (2022) FX507ZM- i7 12th Gen 12700H | 16GB | 1TB SSD | RTX3060 6GB | WQHD 165HZ,"Rs. 249,599"
"Acer Aspire 3 15 2023 AMD Ryzen 5 7520U - 8GB DDR5 RAM- 256GB SSD Storage - AMD Radeon Graphics - 15.6"" FHD Display - Silver","Rs. 63,999"
"MSI GF63 Thin 11UC i7-11800H RTX3050 15.6"" FHD IPS-Level 144HzMSI GF63 Thin 11UC i7-11800H RTX3050 15.6"" FHD IPS-Level 144Hz","Rs. 152,100"
"HP Notebook 15s-EQ2115AU Ryzen 5 5500U / 8GB RAM / 512GB SSD / 15.6"" FHD Display","Rs. 71,000"
Lenovo Thinkpad X13 Gen 2 Core i5 11th gen 8GB RAM 256GB SSD 13.3'' Backlit Keyboard FP Reader,"Rs. 102,000"
"Asus Rog Zephyrus / i9 12th Gen / 16GB RAM / 1TB SSD / RTX 3070Ti 8GB / 16"" 165Hz Display","Rs. 319,990"
"MacBook Pro 16"" 10C CPU, 32C GPU, 32GB, 1TB SSD- EvoStore","Rs. 530,000"
Dell Latitude 5420 Core I5 11th Gen/16GB RAM/512GB SSD/14'FHD,"Rs. 77,999"
GF63 Thin 11UC with Intel 11th Generation Core i5-11400H,"Rs. 136,400"
"Acer Nitro 5 2021 AMD Ryzen 5 5600H / GTX 1650 / 8GB RAM / 128GB SSD / 1TB HDD / 15.6"" FHD 144Hz display","Rs. 110,000"
Acer Aspire 5 2023 Intel Core i5 13th Gen 1355U – 8GB DDR5 RAM – 512GB NVMe SSD Storage – 15.6″ FHD Display – Iris Xe Graphics – Steel Grey,"Rs. 73,999"
"Acer Nitro 5 2023 i7 12650H / RTX 4050 6GB / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display / 2 Year Warranty","Rs. 175,000"
"Lenovo Ideapad 1 N4020 Intel Celeron/4gb RAM/256GB SSD/14"" HD Laptop","Rs. 33,999"
"Asus TUF A15 2023 FA507XU Ryzen 9 7940HS / RTX 4050 / 16GB RAM / 1TB SSD / 15.6"" FHD 144Hz display","Rs. 204,000"
"Acer Aspire 5 Intel Core i5-1135G7 11TH, 8GB RAM, 512GB SSD, Intel Iris Xe Graphics , 14"" FHD IPS , Windows 11 Home, Pure Silver","Rs. 67,500"
"Acer Predator Helios 300, i7 11 gen, 16 GB RAM, 512 GB SSD","Rs. 170,000"
Lenovo IP 1 Ryzen 5 7520U 8GB RAM/256GB SSD/ 15.6 Display,"Rs. 64,999"
"Acer Nitro 5 2023 i5 12450H / RTX 4060 8GB / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display / 2 Year Warranty","Rs. 185,000"
"Asus ROG Zephyrus Duo 15 SE GX551 AMD Ryzen 9 5900HX / RTX 3080 / 32GB RAM / 1TB SSD / 15.6"" FHD Touch + 14"" FHD Touch / Stylus Support","Rs. 494,000"
Lenovo Thinkbook 13S | Ryzen 5-5600U | 8GB RAM | 256GB SSD | Backlit | 13.3 inch,"Rs. 74,999"
HP Victus 15 12 Gen I5| 8 GB RAM| 512 GB SSD| NVDIA RTX 3050 4 GB|  15.6 inch FHD 144Hz Display - OTE,"Rs. 135,000"
Hp Pavilion 15 Ryzen-5 5500U 8 Gb Ram/ 512 Gb Ssd,"Rs. 68,250"
Dell Latitude E5470 Business Series Intel Core I5 6th Gen 2.3GHZ / 8GB/ 256GB SSD 14 HD Display Win 10 Genuine Laptop,"Rs. 57,999"
Dell Vostro 3520 | Core™ i5-1235U | GeForce MX 550 | 8GB RAM | 512GB SSD | 15.6″ FHD,"Rs. 88,500"
"HP 14 Ryzen 5 5500U /8GB RAM/256SSD/14"" IPS FHD/WIN 11","Rs. 65,499"
Dell Inspiron G15 5515  AMD Ryzen 7 5800H  8GB  512SSD  NVIDIA RTX 3050 4GB GDDR6  FHD  Win 11,"Rs. 169,900"
"Acer Aspire 5 Thin and Light Laptop 11th Gen Intel Core i5 - 8GB RAM - 512GB SSD - NVIDIA GeForce MX450 2GB - 15.6"" FHD Display - Full Sized Backlit Keyboard","Rs. 75,999"
Lenovo Legion Slim 7i 2023 13th Gen i7 / RTX 4060 / 16GB RAM / 1TB / 16'' 3.2K Display / 165Hz Refresh Rate,"Rs. 265,261"
"MSI Modern 15 A11SBU, 11th Gen Core  i7- 1195G7, GeForce® MX450 2GB GDDR5,  8GB 3200MHz RAM,  512GB  NVME SSD, 15.6"" FHD (1920*1080), IPS,  Full Size Keyboard, Genuine Windows 10","Rs. 132,000"
"Asus VivoBook Flip 14 TM420IA Ryzen 3 4300U / 4GB RAM/ 256GB SSD / 14"" FHD 360 Touch Display / Stylus Support","Rs. 81,000"
"Dell Inspiron 5625 AMD Ryzen™ 7-5825U   Ram 8GB + 512GB SSD  Display 16""","Rs. 110,000"
"ASUS ROG Zephyrus Duo 15 SE GX551QM / Ryzen 9 5980HX / RTX 3060 / 16GB RAM / 1TB SSD / 15.6 "" IPS 300Hz + 14.1"" Screenpad Plus","Rs. 377,000"
Asus ROG Zephyrus M16 (2022) GU603ZW-K8093W - i9 12900H | 32GB | 1TB SSD | RTX 3070TI | QHD+,"Rs. 336,599"
"Acer Nitro 5 AN515-58-73WQ / 15.6"" FHD IPS DISPLAY / 144Hz Refresh Rate / Core i7-12700H / 16GB RAM / 512GB SSD / NVIDIA RTX 3050 4GB / DOS (Obsidian Black) / Backlit Keyboard","Rs. 140,500"
"HP Victus 16 / Intel Core i7-11800H / 16 GB DDR4 RAM /512 GB SSD / NVIDIA® GeForce RTX™ 3060 6GB / 16.1"" FHD 144Hz / Windows 10  + McAfee LiveSafe™","Rs. 199,000"
Acer Aspire 3 I5 -10Th Gen 4 Gb Ram/ 1 Tb Hdd,"Rs. 57,750"
"Acer Predator Helios 300 / i7 11th Gen / RTX 3070 / 16GB RAM / 1TB SSD /15.6"" QHD 165Hz","Rs. 191,490"
"Lenovo ThinkBook 15 Core i5 11th gen/ 16GB RAM/ 512GB SSD + 1 TB HDD / 2 GB NVidia MX450 GFX/15.6"" FHS/Win 11 Pro","Rs. 92,990"
"ASUS TUF Gaming F15 FX507ZC4 (2023) - (i5-12th Gen 12500H/ RTX 3050 Graphics/ 8 GB RAM / 512 GB SSD / 15.6"" FHD 144Hz Display/ Windows 11/ Backpack/ Mouse/ Black/ 2 Years International Warranty","Rs. 162,000"
"ASUS VIVOBOOK F512J CORE™ I5 10ª GEN. TOUCH 256GB SSD 8GB 15.6"" FHD WIN10 WEBCAM","Rs. 75,000"
"HP Pavilion Laptop 15-eh1066AU 49N15PA 8 GB RAM (2 x 4 GB), 512 GB SSD, 15.6""","Rs. 85,000"
Dell Inspiron 15 3515  AMD Ryzen 3 3250U  4GB 1TB  Radeon Graphics  FHD,"Rs. 63,900"
Acer Nitro 5 2021 i7-11800H  10th Gen   8GB RAM  512GB SSD  NVIDA GeForce GT 1650  4GB Memory GDDR6  15.6’’ FHD 144Hz Display  Gaming Laptop,"Rs. 130,000"
"Acer Predator Triton 500 / i7 10th Gen / 16GB RAM / 512GB SSD / RTX 2070 8GB / 15.6"" FHD 144Hz","Rs. 265,000"
"Lenovo Flex 5i 14ITL05 i3-1115G4 11th Gen 4GB RAM 128GB SSD 14"" FHD-Touch x360 Rotate Laptop","Rs. 60,990"
Acer Swift 3  AMD Ryzen 7 5700U  8 GB RAM  512GB SSD  14’’ FHD,"Rs. 100,000"
"Asus VivoBook 15 X1502 i3 12th Gen / 4GB RAM / 256GB SSD / 15.6"" FHD display / Backlight Keyboard / Magic NumPad","Rs. 69,000"
"Lenovo ThinkBook 13s G3 AMD Ryzen 5 5600U 6-Core, 8GB RAM, 512GB PCIe SSD, AMD Radeon, 13.3"" 60Hz Wide UXGA (1920x1200), Fingerprint, WiFi, Win 10 Pro)Backlit Keyboard","Rs. 95,000"
"Toshiba Terca A40 Celeron Dual Core 5205U4 4GBRAM 128GB SSD 14"" Display Windows 10","Rs. 39,000"
Acer Extensa 15  215 - i5 11th Gen 8GB  256SSD 15.6FHD,"Rs. 61,999"
Lenovo Legion 5- 16GB/512GB/RTX3050,"Rs. 200,000"
"Acer Aspire 5 i5 13th Gen/ 8GB/ 256ssd/ 15.6"" FHD Laptop","Rs. 76,200"
"Acer Aspire 5 2021 I7 11th Gen / INTEL IRIS XE / 8GB RAM / 512GB SSD / 14"" FHD Display","Rs. 112,000"
Acer Aspire 3 I5-11th Gen-8GB RAM-512GB SSD -15.6FHD,"Rs. 66,999"
"Acer Aspire 5 Core i5 13th Gen/8GB RAM/256GB SSD/15.6"" FHD/Win 11","Rs. 77,990"
"Dell lnspirion 15 G5 5515 R5-5600H (6-core12thread)
8GB-256GB-RTX 3050 4GB GDDR615.6""120Hz250nits FPR-BacklitKB-WS11Phantom Grey","Rs. 130,000"
HP Laptop 15S-EQ2116AU| AMD Ryzen 5 5500U| 512GB SSD| 8GB DDR4 RAM| 15.6 Inches FHD,"Rs. 74,999"
"Microsoft Surface Go Core i5 1035G1 8GB RAM 256GB SSD 12.4"" Windows 10","Rs. 136,000"
"Dell Vostro 3400 Intel Core I5 /11 Gen / 16Gb RAM / 256GB NVME SSD+1TB HDD / 14"" HD DISPLAY / NVIDIA MX330 2GB DEDICATED /INTEL IRIS XE GRAPHICS","Rs. 75,500"
"Dell G15-5511 Gaming Laptop - 11th Intel Core i5-11260H 6-Cores, 16GB RAM, 512GB SSD, NVIDIA Geforce RTX3050 4GB GDDR6 Graphics","Rs. 126,000"
"ASUS ROG Zephyrus G14 GA402RJ-L8106W / Ryzen 9 6000HS / 16GB RAM / 1TB SSD / AMD Radeon RX 6700S / 14"" WQXGA 120Hz","Rs. 293,333"
"Lenovo ip3, Core i3 11th Gen 3.0 GHZ, 15.6"" HD Touch Display, 8GBRAM, 256GB SSD, 2GB Shared Graphics, Windows 10 Genuine","Rs. 54,900"
Dell Inspiron 7405 2-in-1 Ryzen 5 4500U  8GB RAM  256GB SSD  14” FHD 360-degree Touch Screen Display,"Rs. 95,000"
"MSI Modern 14 B11MOU, Tiger lake Core i5-1155G7 Processor,  8GB 3200MHz Ram,  512GB  NVME SSD, 14.0"" FHD (1920x1080), IPS 45% NTSC, Narrow Bezel","Rs. 98,600"
Dell Inspiron 15 3515  AMD Ryzen 3 3250U  4GB 1TB  Radeon Graphics  FHD,"Rs. 63,900"
"Apple MacBook Pro13"" M2 Chip with 8-Core CPU and 10-Core GPU 256GB Storage 8GB RAM","Rs. 184,999"
MSI Katana GF66 11UC| Intel Core i5- 11400H | 16GB | 512GB | NVIDIA GeForce RTX 3050 4GB | Win 10,"Rs. 151,200"
Lenovo IdeaPad 3 i3 12th Gen 4GB 256GB 14' FHD Display,"Rs. 55,000"
RedmiBook 15 Core i3 11th Gen/8 GB/256 GB SSD/Windows 10 Home/15.6-inch(39.62 cms) FHD Anti Glare/MS Office/Charcoal Gray/1.8 Kg Thin and Light Laptop,"Rs. 73,499"
"Asus Rog Strix Scar 15 / Ryzen 9 5900HX / RTX 3080 / 16GB RAM / 1TB SSD / 15.6"" FHD 300Hz Display","Rs. 398,000"
"Dell Laptop Inspiron 7430 X360 | Intel i5 13th Gen | 8GB RAM | 512GB SSD | 14"" FHD TOUCH","Rs. 104,999"
"Asus Vivobook 15 X1502ZA, i3, 12th Gen Core , 4Gb, 25Gb SSD, 15.6"" Display Windows11, Backlit Keyboard, Fingerprint | Nagmani International","Rs. 71,111"
HP Pavilion x360 14-ek0033dx i5-1235U 12th Gen 8GB RAM 512GB SSD 14″ FHD Touch Laptop,"Rs. 101,990"
"Huawei MateBook D15 [ Intel i5 11th Gen, 8GB RAM, 512GB NVMe SSD, Fingerprint Sensor Power Button, Windows 11 ]","Rs. 105,990"
"Lenovo ThinkBook 13s Ryzen 5 5600U Hexa Core/8GB RAM/512GB SSD/13.3"" IPS/Backlit Keyboard/Win 11 Pro/(Ultrabook Business Series)","Rs. 81,999"
"Asus VivoBook 14 2023 X1404 i5 12th Gen / 8GB RAM/ 512GB SSD / 14"" FHD display / Backlight Keyboard / Magic NumPad","Rs. 91,000"
"Asus rog flow x13 gv301qe gaming laptop (amd ryzen 9 5900hs 8-core, 16gb ram, 1tb ssd, rtx 3050 ti, 13.4"" wide uxga (1920x1200)","Rs. 238,888"
Dell Vostro 3400 Core i5  11th Gen  8GB RAM  256GB SSD  Integrated Graphics  14” FHD Display,"Rs. 72,000"
Lenovo IP 1 Ryzen 5 7520U 8GB RAM/256GB SSD/ 15.6 Display,"Rs. 64,999"
Lenovo Ideapad 5 Ryzen-7 16 Gb Ram/ 1 Tb Ssd/,"Rs. 115,500"
HP Omen 16.1 Intel Core I7 RTX 3060 16gb/256gb,"Rs. 167,000"
Acer Nitro 5 Ryzen 7 5800h 2021 Rtx 3070 1tb Ssd 8gb Ram,"Rs. 200,000"
"XLab x-Book Series XL-156P Laptop- i3, 8GB RAM, 256GB SSD, Fingerprint Security, 15.6"" Full HD Display","Rs. 62,000"
"ASUS Vivobook Go E1404 2023 Ryzen 5 7520 / 8GB RAM / 512GB SSD / 14"" FHD display / Magic NumPad","Rs. 76,000"
Microsoft Surface Laptop Go i5 10th Gen / 8GB RAM / 128GB SSD / 12.4” Touch Display,"Rs. 129,600"
Asus ROG STRIX G614JU Gaming Laptop | i7-13650HX | 16GB RAM | 1TB SSD | RTX 4050 | 16 Inch WUXGA | 165Hz,"Rs. 245,000"
"Dell Vostro 3510 Laptop/ Intel Core i3 11th Gen/ 4GB RAM/ 256GB NVMe SSD/ 15.6"" HD Display","Rs. 47,999"
"Lenovo IP 3 14 Core i5 12th Gen/8GB/256SSD/14""FHD","Rs. 74,990"
"Asus Vivo Book Core i7 1065G7 8GBRAM 256GB SSD 14"" Windows 10","Rs. 102,000"
HP 14 DQ5003NIA | Core i3-1215U | Iris XE | 4GB RAM | 256GB SSD | 14″ HD I RAM AND SSD UPGRADABLE I WIN 11 I BLACK,"Rs. 52,800"
HP 15s-ey2000au Laptop AMD Ryzen 3 5300U/4GB/256GB SSD/Windows 11,"Rs. 61,500"
Dell Vostro 3510 - i3 1115G4  8GB  256GB SSD  UBT Black,"Rs. 75,900"
HP 14-cf2224nia Intel Core i5 10th Gen 4GB RAM 1TB HDD + 2 GB AMD Radeon™ 530 Graphics 14 Inches HD Display DOS,"Rs. 65,000"
"Asus Vivobook X515EA/Intel Core i3-11th Generation/4GB Ram/256GB Ssd/15.6"" Fhd Display","Rs. 66,000"
"Asus Vivobook F415Ea-Ub51Laptop, 14"" Fhd Display, Intel Core I5-1135G7 Upto 4.2Ghz, 8Gb Ram, 256Gb Nvme Ssd, Hdmi, Card Reader, Wi-Fi, Bluetooth, Windows 10 Home","Rs. 75,000"
"Asus Rog Strix Scar 15 G533QR / Ryzen 9 5900HX / RTX 3070 8GB GDDR6 / 32GB RAM / 1TB SSD / 15.6"" FHD IPS 300Hz","Rs. 339,000"
Dell 3511 I7-11Th Gen 16 Gb Ram/ 512 Gb Ssd/Mx350,"Rs. 114,450"
Lenovo IdeaPad 3 14ITL6,"Rs. 70,000"
"Acer Aspire 3 | AMD Ryzen 5 7520U | 8GB RAM 256GB SSD | 15.6"" FHD IPS SlimBezel | AMD Radeon Graphics | Silver","Rs. 65,000"
"Dell G5 2021 G5510 i5 10th Gen / GTX 1650 / 8GB RAM / 256GB SSD / 15.6"" 120Hz FHD Display","Rs. 118,000"
Avita V14 /i5 10th Gen/ Windows 11 Laptop/8GB RAM-512GB NVME,"Rs. 95,500"
Acer Nitro 5 AMD Ryzen 7 6800H  RTX 3060  16GB  512 GB  15.6’’ FHD 144Hz Display  Gaming Laptop,"Rs. 158,000"
Lenovo Legion 5 Ryzen 5 4600H / GTX 1650ti / 8GB RAM / 256GB SSD / 1TB HDD / 15.6'' 120Hz Display,"Rs. 120,000"
MSI Modern 14 B5M Ryzen 5 5500U Ultra Portable Laptop,"Rs. 88,700"
"MSI Modern 14 C12M 2022 i5 12TH GEN / 512GB SSD / 8GB RAM / 14"" FHD","Rs. 99,360"
LEVEL51 GG Gaming Laptop  i7 11800H  RTX 3060  16GB  500GB  Windows 10 pro  15.6 144Hz Display,"Rs. 220,000"
"Predator Helios 300 - Intel® Core™ i9 -11800H 8 GB DDR4 3200MHz -1024GB NVMe SED SSD - 15.6"" QHD - NVIDIA® GeForce RTX™ 3060 6 GB, Win 10 - 3 Yrs Warranty","Rs. 300,000"
"Acer Aspire 3 2023 13th Gen i3 / 4GB RAM / 256GB SSD / 14"" FHD Display","Rs. 60,000"
"Acer Nitro 5 2021 AMD Ryzen 5 5600H / RTX 3060 / 8GB RAM / 512 SSD / 15.6"" FHD 144Hz display","Rs. 148,000"
HP Victus 15 / I5-13420H / 8GB RAM / 512GB SSD / 15.6″ FHD 144HZ Display / Nvidia RTX 2050,"Rs. 119,999"
"Lenovo ThinkPad E14 Gen4 Ryzen 7 5825/ 16GB RAM/ 512GB SSD/ 14"" FHD / Win 11 Professional","Rs. 120,499"
"HP Notebook 14-FQ1051AU Ryzen 3 5300U / 4GB RAM / 256GB SSD / 14"" FHD Display","Rs. 51,000"
Dell G3 3590 /I5 processor /8Gb Ram/512Gb Ssd/1650 4Gb Graphics/15.6 Fhd/9th Gen,"Rs. 120,000"
Lenovo Ideapad 3 RYZEN 7 5700U | 8GB RAM | 256GB SSD | 14″ FHD Display,"Rs. 77,000"
ASUS ZenBook Q508 15.6” 2-in-1 Touchscreen Slim Laptop AMD Ryzen 7 5700U 8GB RAM 256GB SSD NVIDIA GeForce MX450 2GB Graphics,"Rs. 117,999"
"Lenovo V15 Intel Core i5-1135G7, 8GB RAM 256GB SSD, 15.6""FHD","Rs. 72,999"
"Lenovo Ideapad 5 15 2021 I5 11th Gen / 8GB RAM / 512GB SSD / 15.6"" FHD Display / Backlight Keyboard","Rs. 95,000"
Asus ZenBook 14 UX3402ZA i5 1240P / 16GB RAM / 512GB SSD / 14'' 2.8K display / Magic NumPad,"Rs. 134,000"
"ASUS TUF DASH FX517ZR Intel Core i7 12th Gen 16GB Ram 512GB SSD 8GB Rtx 3070 Graphics 15.6""FHD 144Hz","Rs. 220,000"
"Acer Aspire 3 A315-42/ AMD Ryzen 7-3700U/ 8GB RAM/ 256GB/ 15.6"" FHD","Rs. 90,000"
Lenovo Ideapad 3 AMD Ryzen 3 4 GB RAM 256 GB SSD 14 inch - OTE,"Rs. 56,000"
"Dell Inspiron G15 5515 /  AMD Ryzen 7 5800H / 16GB RAM / 512GB SSD / NVIDIA RTX 3050TI 4GB GDDR6 /15.6"" FHD Display","Rs. 189,900"
"Dell G5 2021 G5511 i7 11th Gen 8 Core / RTX 3060 / 16GB RAM / 512GB SSD / 15.6"" 165Hz FHD Display","Rs. 208,650"
Lenovo V15 G3 IAP,"Rs. 81,000"
Asus Vivobook Fliptp 470 I5-11Th Gen 8 Gb Ram/ 256 Gb Ssd Touch,"Rs. 94,500"
Acer Extensa 15 Intel Core i5 11th Gen  8GB RAM  512GB NVME  OTE,"Rs. 78,000"
"ASUS Vivobook Go E1404GA 2023 Intel i3 13Th Gen 1305 / 8GB RAM / 256GB SSD / 14"" FHD display / Magic NumPad","Rs. 69,000"
Acer Aspire 3 Intel Core i5 – 1235U 12th Gen / 8GB RAM / 256GB SSD / Intel Iris Xe Graphics / Win 11 Home / 15.6″ FHD Display,"Rs. 79,999"
"Asus TUF DASH F15 2022 FX517ZR i7 12Th Gen 12650H / RTX 3070 / 16GB RAM / 1TB SSD / 15.6"" FHD 144Hz display","Rs. 210,000"
Asus ZenBook Q408UG Ryzen 5 4500U  8GB RAM  256GB SSD  MX450 2GB  14” FHD display,"Rs. 105,000"
"Acer Predator Helios 300 2020 i7 10th Gen / 8GB RAM / 1TB SSD / RTX 3060 / 15.6"" FHD 144Hz","Rs. 195,000"
Acer Extensa 15  215 - i5 11th Gen 8GB  256SSD 15.6FHD,"Rs. 64,999"
"ASUS TUF Gaming F15 FX507ZM / i7 12700H / RTX 3060 6GB / 16GB RAM / 1TB SSD / 15.6"" WQHD 165Hz","Rs. 229,900"
Dell Vostro 3510 I3-1115G4 8GB RAM/256GB SSD/15.6 Display,"Rs. 52,999"
MSI GF63 Thin 11UC | i5-11th Gen 11400H | 8GB RAM | 512 SSD | RTX 3050 | Win 10MSI GF63 Thin 11UC | i5-11th Gen 11400H | 8GB RAM | 512 SSD | RTX 3050 | Win 10,"Rs. 136,400"
HP Omen 16.1 Intel Core I7-11800H RTX 3060 8gb/512gb,"Rs. 167,000"
"HP 15-ef1071wm 15.6"" (128GB SSD, AMD Athlon 3050U, 3.20GHz, 4GB RAM) Laptop with Mouse Sleeve - Silver","Rs. 54,999"
"Lenovo ThinkBook 13s Ryzen 5 5600U Hexa Core/8GB RAM/256 GB SSD/13.3"" IPS/Backlit Keyboard/Win 11 Pro/(Ultrabook Business Series)","Rs. 78,999"
Asus ZenBook Q407IQ Ryzen 5 4500U  8GB RAM  256GB SSD  MX350 2GB  14” FHD display,"Rs. 98,000"
Hp Pavilion 15 I5-10Th Gen 8 Gb Ram / 512 Gb Ssd/ 1650 Ti,"Rs. 105,000"
"Dell Vostro 3400 i3 11th Gen / 8GB RAM / 256GB SSD / 14"" FHD Display","Rs. 55,000"
"Lenovo 3 Laptop 11 Gen I3 Processor  4 GB DDR4 RAM/128 GB SSD/15.6"" Display - OTE","Rs. 65,000"
"Lnovo Thinkpad T14 Gen2 i5-11th Gen 8GB Ram/256GB SSD 14"" FHD IPS Display","Rs. 135,000"
Lenovo V15 Intel Celeron Processor 4 GB RAM 128 GB SSD 15.6 inch Black,"Rs. 42,000"
"Acer Aspire 5, I5 13 Gen, 8 Gb Ram, 512 Gb Ssd","Rs. 85,000"
"ASUS Vivobook Go E1404GA 2023 Intel i3 13Th Gen 1305 / 8GB RAM / 256GB SSD / 14"" FHD display","Rs. 73,140"
Dell 3520 i5 11th Gen 8GB RAM/256GB SSD/15.6FHD,"Rs. 67,999"
Asus L510 /Intel Celeron N4020/4Gb/128 Gb Ssd/15.6 Fhd Ultra Thin Laptop,"Rs. 55,000"
Laptop Acer Nitro5 R6C8 AMD Ryzen5-8GB-1TB-GTX1650 4GB,"Rs. 125,000"
HP Laptop 15S-EQ2116AU| AMD Ryzen 5 5500U| 512GB SSD| 8GB DDR4 RAM| 15.6 FHD,"Rs. 74,999"
"Lenovo Flex 5 Ryzen 3  4GB, 128GB SSD 14""","Rs. 60,000"
"HP Pavilion 15 EG2079 Intel Core i5 1235U 12th Gen I 8GB RAM I 256GB SSD I Windows 11 Home I 15.6"" FHD Touch Screen Laptop","Rs. 94,999"
Asus VivoBook 15X OLED 2023 X1503ZA i5-12500H / 8GB RAM/ 512GB SSD / 15.6'' OLED FHD Display / Backlit Keyboard,"Rs. 113,000"
"Asus Vivobook 15 E510Ma Intel Celeron N4020 15.6"" Fhd Laptop 4/256Gb","Rs. 45,000"
Dell XPS 13 7390 I7 10 GEN/ 8GB RAM/ 256GB SSD/ 13.3'' FHD DISPLAY,"Rs. 155,000"
Dell inspiron 15 3525 ryzen 5,"Rs. 83,049"
Hp Envy 13 X360 Touchscreen Laptop  Amd Ryzen 7  8Gb  512Gb  Hp Stylus Pen,"Rs. 140,000"
"HP ProBook 635 Aero G8 13.3"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen 5 5600U Hexa-core (6 Core) 2.30 GHz - 16 GB RAM - 256 GB SSD","Rs. 100,000"
"Lenovo IdeaPad 3i Intel Core i3 11th Gen I 4GB RAM I 128GB SSD I Iris Xe Graphics I 15.6"" FHD Laptop","Rs. 68,000"
"Asus Rog Strix Scar 15 G533QR / Ryzen 9 5900HX /  RTX 3070 8GB / 16GB RAM / 1TB SSD /  15.6"" FHD IPS 300Hz","Rs. 361,111"
"Asus Vivobook 14 X1402ZA, i7, 12th Gen Core, 8Gb, 512Gb SSD, 14"" Display, Windows 11, Backlit Keyboard, Magic Numpad | Nagmani International","Rs. 127,777"
Asus zenbook 14 ux425ea i7-11th gen/ 16gb ram / 512gb ssd / 14'' fhd / magic numpad,"Rs. 154,000"
Dell Inspiron 15 3525 - AMD Ryzen 5 5625U | 8GB | 512SSD | Radeon Graphics | FHD,"Rs. 84,500"
"Acer Aspire 3 Intel Core i5-12th gen 8GB RAM ,NVIDIA MX 550 Graphics 256GB SSD + 1TB HDD 15.6 FHD","Rs. 88,500"
Lenovo ThinkPad L14 Gen 2 11 Gen I5 Processor 8 GB RAM/256 GB PCIe SSD/14-inch FHD Win 10 Pro - OTE,"Rs. 105,000"
Acer Swift 3 Intel i7 11th Generation 1165G7 8GB LPDDR4X 256GB M.2 NVMe PCIe 3.0,"Rs. 103,000"
"Dell Vostro 3510 I5  11 Gen, 8 Gb Ddr4 Ram, 256 Gb Ssd, 2.40 Ghz To 4.20 Ghz","Rs. 68,000"
"Dell Inspiron 13 5310 i5-11300H-8GB-512GB
13.3""QHD(2560x1600p)-Intel Iris XE-FPR-BacklitKB
WS11H-SLV (Sleeve)","Rs. 121,000"
"Asus Rog Zephyrus Duo GX551QM / Ryzen 9 5980HX / RTX 3060 6GB / 16GB RAM / 1TB SSD / 15.6"" FHD Display + Screenpad Plus","Rs. 377,777"
"Laptop HP 14 Core i3 11th Gen/ 8GB RAM/256SSD/14"" Win 10 Genuine","Rs. 58,999"
"Dell Inspiron 15 3511 / i5 1135G7 / 8GB / 512 SSD / NVIDIA MX 350 2GB GDDR5 / 15.6"" FHD","Rs. 84,999"
"Asus ROG Strix G16 2023 G614JV Core i7 13650HX / RTX 4060 / 16GB RAM / 1TB SSD / 16"" WQXGA 165Hz display / 2 Year Warranty","Rs. 263,000"
"Dell Inspiron 15 3501 / i5 1135G7 / 4GB / 1TB / NVIDIA MX330 2GB GDDR5 / 15"" FHD","Rs. 89,900"
HP Laptop 15S-DU3538 TU,"Rs. 85,000"
Dell Inspiron 3511 I5-11Th Gen 8 Gb Ram / 512 Gb Ssd,"Rs. 74,550"
"Lenovo Thinkpad L14 Core i5 11th Gen/ 32 GB RAM / 1TB SSD Nvme/14"" FHD IPS/Backlit keyboard/Win 11 Professional Genuine","Rs. 129,990"
"Lenovo Ideapad 3 2020 i5 /10th Gen / 8GB RAM / 512GB SSD / 14"" FHD display","Rs. 80,000"
"Dell Laptop Vostro 3520 | Intel i5 12th Gen | 8GB RAM | 512GB SSD | MX550 2GB | 15.6"" FHD 120Hz","Rs. 78,999"
MSI Modern 14 B10MW with Intel 10th Generation i5-10210U,"Rs. 90,000"
"Asus VivoBook 15 M513IA Ryzen 5 5500U / 8GB RAM/ 256GB SSD / 15.6"" FHD display","Rs. 93,000"
"Victus by HP Laptop 16-d0158TX 4B6G8PA  i7-11800H , 16 GB RAM","Rs. 230,000"
"Acer Swift GO 14 2023 AMD Ryzen 7 7730U / 16GB RAM / 512GB SSD / 14"" FHD display / Backlight Keyboard","Rs. 136,080"
